"customer_id","emails_sent","emails_opened","promos_used","orders_count","total_spent","Cluster"
"3e32e3ad27714b9b93c39e05f193d5c8",5,4,1,4.000000000000001,28.650000000000006,"cluster_4"
"4e69d0f150cc473aa0f3fd51f5441436",4,2,1,14,50.96000000000001,"cluster_1"
"497ebcc1d2b7418a845f30924b74a184",4,3.0000000000000004,2,18,119.18000000000002,"cluster_0"
"6ac30d5cfd124ba28ad1453aa6d71db3",4,3.0000000000000004,1,1.0000000000000009,5.609999999999999,"cluster_2"
"69750725e8a64e49bb416140b5fac191",4,3.0000000000000004,1,22,83.87000000000002,"cluster_0"
"f3429d5d77984b6e89f5761cbbeaf6b7",3,1,0,14,60.61000000000001,"cluster_1"
"993abcb4e38e4540918afe54d6caad14",5,4,1,3.000000000000001,25.10000000000001,"cluster_4"
"7b04c42795ac489f8839b26b2903ef6c",5,4,1,1.0000000000000009,3.6500000000000057,"cluster_4"
"9500d382674d4e2dabfd470028977971",4,2,2,8,114.20000000000002,"cluster_1"
"2006e04c335946db9977776b7963af69",3,3.0000000000000004,2,15,77.12,"cluster_1"
"71b8bdb673624d8993c69f0177b9816d",5,4,0,2.000000000000001,9.370000000000005,"cluster_4"
"1afdb2a859324800ab9757bbc5f9afed",4,3.0000000000000004,0,3.000000000000001,20.590000000000003,"cluster_2"
"441b7b29e94840088df02c1ebc6c44d6",4,3.0000000000000004,1,7.000000000000001,123.85000000000001,"cluster_1"
"bbec99ee91a84e98abe4e82b18660bd1",5,5,3,20,127.46000000000001,"cluster_3"
"93b989a1a39b44a7b2a6deee92d74e55",0,5,3,5.000000000000001,79.91000000000001,"cluster_1"
"177e4e1fda8946a6b89b54c0c85a553e",5.999999999999999,5,1,3.000000000000001,43.02000000000001,"cluster_4"
"3286af8df9c94226af90149b449f82b2",5.999999999999999,3.0000000000000004,0,2.000000000000001,23.310000000000002,"cluster_4"
"4a129f92775947ef8d84eed9b61cfd38",5.999999999999999,3.0000000000000004,0,1.0000000000000009,6.5800000000000125,"cluster_4"
"00bf726c62e240bc8a3ec9d89c24edc0",3,2,0,4.000000000000001,56.110000000000014,"cluster_2"
"3ac3d1aa54604ecdaaaac3b0f4ae2427",4,3.0000000000000004,2,7.000000000000001,152.5,"cluster_3"
"8ffa933b322147e2b89722d00e56b1f5",4,2,0,6.000000000000001,65.67000000000002,"cluster_2"
"1f238b71b01e41f99f9acbd83a0db3b0",3,2,1,6.000000000000001,132.84000000000003,"cluster_1"
"79ae0f8463f34ae28e14950d8718d0f3",5.999999999999999,5,2,21,101.65,"cluster_0"
"fd23b171591e4f9190a1e70032cde269",5,5,1,3.000000000000001,11.170000000000002,"cluster_4"
"efe505c892d2405f97330dbbeb478cca",4,2,0,2.000000000000001,15.440000000000012,"cluster_2"
"c6804a5827474f9b99d4564d1ef2147a",5,3.0000000000000004,0,3.000000000000001,17.27000000000001,"cluster_4"
"cdee384a2452422e9c84e1d0278c9e4a",5.999999999999999,3.0000000000000004,1,25,160.91000000000003,"cluster_0"
"096b99c68b1149dd8ca3d7e2f6a26b4d",5,3.0000000000000004,1,4.000000000000001,41.78000000000001,"cluster_4"
"7a57869f9be54bfea1d357d124f8d8c1",5,3.0000000000000004,2,22,60.46000000000001,"cluster_0"
"7a1ea8b26bf84ad6b9236ca9554a43ef",5,3.0000000000000004,2,9,165.87,"cluster_3"
"6604729001614f339b9161afd14455ef",5.999999999999999,4,1,6.000000000000001,86.53,"cluster_4"
"212df456b4cf421fa95e8210e4981be7",4,4,2,14,71.95000000000002,"cluster_0"
"009a23095e2a43eb89ddf7c1100836ee",5.999999999999999,3.0000000000000004,3,9,176.54000000000002,"cluster_3"
"3237896b0cd142c497236d429daa92a3",4,4,3,21,159.57,"cluster_3"
"8bda6ebf98d34e5d88508b6cd03e5e9f",5,4,0,6.000000000000001,134.06000000000003,"cluster_4"
"88b920c0270e48e49b136b3d5d7b52c9",4,4,0,20,61.140000000000015,"cluster_0"
"ed09708a155d4361a9fd764f245d81a7",3,1,0,1.0000000000000009,4.8500000000000085,"cluster_2"
"1603ce70260642a68be57eabe72a80fb",3,3.0000000000000004,1,2.000000000000001,19.960000000000008,"cluster_2"
"058879305553479796a62fd8577ca5e0",5.999999999999999,5,1,3.000000000000001,18.20000000000001,"cluster_4"
"304716808618438991c6ddc59d6d0c0f",5.999999999999999,4,0,4.000000000000001,28.460000000000008,"cluster_4"
"219ad18a96cb4396aa178018232b2029",5.999999999999999,5,3,16,75.54000000000002,"cluster_3"
"54bb30ceac3844ee8821b263349f499a",5,4,1,5.000000000000001,91.06,"cluster_4"
"d13dee25aa4040668cd756e77285fdf6",3,3.0000000000000004,1,17,80.41,"cluster_1"
"56e74645edeb42878ea2477b0c0c55a7",4,4,1,1.0000000000000009,4.709999999999994,"cluster_4"
"496432ef02794e0e95f471510ee1d1e8",5.999999999999999,3.0000000000000004,1,3.000000000000001,12.680000000000007,"cluster_4"
"86a352dee223490fb717c5672d79e334",3,2,0,2.000000000000001,28.470000000000006,"cluster_2"
"6540809acc1747c8bdd721cce8913d8d",3,1,0,4.000000000000001,53.78,"cluster_2"
"541046cc29f6494d9fbfd85e4e794b20",4,2,0,2.000000000000001,8.019999999999996,"cluster_2"
"df8b9708bdcf4d4eb971fb1831fe9416",5,3.0000000000000004,0,4.000000000000001,28.800000000000004,"cluster_4"
"3aa77fd7424643b3b8c7a9ff5e4c3f6b",4,4,1,3.000000000000001,39.980000000000004,"cluster_4"
"7d0157dc0f8a44acb4ba568924ae4c7b",4,2,0,4.000000000000001,18.93,"cluster_2"
"7b5ee3217c49401eb7afe5c01c7a04f1",5,4,0,6.000000000000001,75.02,"cluster_4"
"0d404fe1e58a480dac50c6577ee454b9",3,3.0000000000000004,2,5.000000000000001,82.16,"cluster_2"
"fa23b5fa89454982b9ba1b550deeb9db",5.999999999999999,3.0000000000000004,0,7.000000000000001,133.43,"cluster_4"
"b2761624c7654671a9419f8f20c47a2f",5,4,3,9,118.5,"cluster_3"
"a20456fac02d4419988a24ccf7851128",5.999999999999999,3.0000000000000004,0,4.000000000000001,26.450000000000003,"cluster_4"
"4b50205cd46f499a813690bd7960f517",5.999999999999999,5,1,25,129.69,"cluster_0"
"30a07926ea184e11b6f12d586019360e",5,2,0,13,62.230000000000004,"cluster_1"
"140a4630d9224bedb48b995018cad3ef",5.999999999999999,6.000000000000001,1,2.000000000000001,17.060000000000002,"cluster_4"
"66590e7a17a74163aa9f9c0d28724199",5.999999999999999,3.0000000000000004,0,6.000000000000001,141.79,"cluster_4"
"a80655ba77354a1aaf6275f7c32724fa",4,2,0,1.0000000000000009,8.210000000000008,"cluster_2"
"98a568a885a44c73b4d91da12e6b429d",4,3.0000000000000004,0,4.000000000000001,32.440000000000005,"cluster_2"
"a14d62e36bf048cfbfc95f86e9aa8358",3,1,0,1.0000000000000009,9.549999999999997,"cluster_2"
"6e1bc685aed84b2c869b273ac857a57f",4,3.0000000000000004,1,4.000000000000001,22.190000000000005,"cluster_2"
"d69cf486812e472d880a821ddb2cc04e",4,3.0000000000000004,1,2.000000000000001,17.510000000000005,"cluster_2"
"ba1c5cbc0a5245bd87026cbd80a750cf",4,4,0,5.000000000000001,74.79000000000002,"cluster_4"
"c6adba8a9fb04b8880199c36faf621b9",5.999999999999999,4,1,15,65.84,"cluster_0"
"8bf8b3395b07407887150262d250f935",4,2,0,4.000000000000001,28.930000000000007,"cluster_2"
"a0f3df996f494c308aa1c16a20afe54d",4,3.0000000000000004,1,4.000000000000001,32.07000000000001,"cluster_2"
"be26fb6ed5c64fd0969b7e525a3cf450",5.999999999999999,5,2,6.000000000000001,67.14000000000001,"cluster_4"
"d73cd2ca3bf24cf4bdd0bd0518035c52",5.999999999999999,3.0000000000000004,2,14,51.970000000000006,"cluster_0"
"27afff6310f54ae790aed68df59d7c9e",5.999999999999999,4,2,17,71.62,"cluster_0"
"995d524545ef463fa1597630524418be",5.999999999999999,6.000000000000001,2,13,225.38,"cluster_3"
"8dd3d8ab6b184957986a82844a45eda8",5.999999999999999,5,4,22,136.52000000000004,"cluster_3"
"d60e55b7eeb2492ea0c5adaa75b0aa6a",4,3.0000000000000004,1,9,160.76,"cluster_1"
"23108da4dd0b41848c712de91d919d7c",5,4,0,7.000000000000001,152.88,"cluster_4"
"45a7106ba48049b6807bf33b0b36d5c7",4,2,1,3.000000000000001,36.78000000000001,"cluster_2"
"9471af0a93b34253902b58fb541626a1",3,2,0,15,276.51,"cluster_1"
"3d47b51b9b5d4a0d8c71fac9ff9546c9",5.999999999999999,4,0,2.000000000000001,18.550000000000004,"cluster_4"
"fca15601f3fe47b7a1a4257ff76a068d",5.999999999999999,4,3,14,256.4100000000001,"cluster_3"
"853b32af1c154fae8d2a880f19fbe9a9",4,4,1,11,157.06,"cluster_1"
"ced945ea460344af92736f82fc4225de",3,2,1,15,65.12,"cluster_1"
"5ba36011afa5478797f55cde80e2e96b",4,2,0,10,189.05,"cluster_1"
"80fa01d9634e414d8b8ea358e5fe691f",3,2,1,14,48.27000000000001,"cluster_1"
"5117a0a7e2d246c88895d55cda150758",5.999999999999999,3.0000000000000004,1,12,254.09999999999997,"cluster_3"
"7b5a9822d5aa4658a2c777febbdf9cc4",5.999999999999999,3.0000000000000004,2,17,99.73,"cluster_0"
"898cffde38d646daac72845801956b39",5,4,2,22,137.11,"cluster_0"
"126d7154591b4ca48ba858d5eb4840b9",4,4,1,2.000000000000001,17.239999999999995,"cluster_4"
"82a912145de047ebb47bb237af530f0c",3,1,0,5.000000000000001,59.2,"cluster_2"
"51ce224b1b374cba95723d0d71a7ac8b",5.999999999999999,4,2,22,117.84,"cluster_0"
"47c0ebac77b14906ae52b92776a5dd89",5,5,0,6.000000000000001,126.03,"cluster_4"
"5b4d505a2df34a20b8b4f8b7d3bd3ce3",5.999999999999999,6.000000000000001,1,4.000000000000001,27.830000000000005,"cluster_4"
"278e4a1f86c44cd9b6476eb32540f29f",5,2,0,3.000000000000001,40.690000000000005,"cluster_2"
"8d6a52bcc5a1480dbe5dd554877d4f90",4,3.0000000000000004,1,1.0000000000000009,4.6299999999999955,"cluster_2"
"a2527c2049304cccb6949bc4db2b3455",5.999999999999999,3.0000000000000004,0,3.000000000000001,18.41000000000001,"cluster_4"
"23f11de8b8f644cb9ce675cf1c022dd9",4,3.0000000000000004,1,6.000000000000001,81,"cluster_2"
"65a098bbbacc499fa9da744347b64841",3,3.0000000000000004,1,3.000000000000001,40.120000000000005,"cluster_2"
"742c436cc6fd453c9128e2dddf6cc20c",5,2,0,23,124,"cluster_1"
"0da7a0778c3545948f0030493ca69c5b",4,2,1,6.000000000000001,80.54000000000002,"cluster_2"
"aff4e7b0919e4f3b9d3873ee2cee9613",4,2,1,4.000000000000001,18.28000000000001,"cluster_2"
"dad40e52d6474f8e82abfb11d81f84ba",4,2,2,9,182.06,"cluster_1"
"36cce31e13db4bbaa597c3b9e06d99cd",5.999999999999999,5,1,25,83.08,"cluster_0"
"ad349d3110e24948825ca4f99ef09041",3,3.0000000000000004,1,13,52.92000000000001,"cluster_1"
"b361409e3001416eaab50bc89e073d29",5,2,1,12,239.51000000000002,"cluster_1"
"688c3c8ca0294c8a81349b5202d57128",5,4,0,3.000000000000001,13.120000000000005,"cluster_4"
"9be8a64f559643868279a840ca085097",4,3.0000000000000004,1,19,109.56,"cluster_1"
"65a8fc662ab849e6ab802d47d573963f",4,4,0,24,126.32000000000001,"cluster_0"
"a9c8bc7cd76c43798231d8b7a039590d",4,4,4,13,236.65,"cluster_3"
"0d427e1e83f24fe8973a2d31a9b5ffb6",5.999999999999999,5,3,7.000000000000001,105.34,"cluster_3"
"552f563d04c14253907ffdfd94dc08db",5,2,1,2.000000000000001,24.520000000000003,"cluster_2"
"2dccc9cc4099417dad80421a9c78df63",5.999999999999999,3.0000000000000004,1,8,155.2,"cluster_0"
"5dac2a7080ea4da8b25b84b70da4aabf",3,3.0000000000000004,2,18,81.92,"cluster_1"
"99db5a97339841259ceffe4e70229e40",3,2,0,9,184.17000000000002,"cluster_1"
"82cf14e9ee37434c98fbab72889b1110",3,2,0,6.000000000000001,74,"cluster_2"
"45af9315c1204c5980219e8093ca4b47",5.999999999999999,3.0000000000000004,0,2.000000000000001,13.350000000000009,"cluster_4"
"5987e66a89d64cb799c2e0c1ea738d1e",5.999999999999999,5,3,23,105.41000000000001,"cluster_3"
"c43e21abb0464c38be528a9cff21e94b",5.999999999999999,3.0000000000000004,1,9,184.43,"cluster_0"
"c4529cd70c3a4da1824484ca51daf203",5,3.0000000000000004,2,18,115.17000000000002,"cluster_0"
"6bf09ef59a29453da08f43df2f18f146",3,2,0,21,111.70000000000002,"cluster_1"
"a7a1063f1d4e40f4a697c191f0c32a09",4,2,0,2.000000000000001,9.070000000000007,"cluster_2"
"7f6a2bf01bf14a0aaf941de30c7de823",5.999999999999999,4,0,4.000000000000001,97.25000000000001,"cluster_4"
"3f05d1569b4d45c4a0131cabf4b66deb",3,2,1,18,267.5,"cluster_1"
"1b3d785fcc15474c867e9665e5d896d2",5.999999999999999,3.0000000000000004,1,12,61.53000000000001,"cluster_0"
"ef666677a44f406faa73ba24cb5a544a",4,2,0,1.0000000000000009,4.450000000000003,"cluster_2"
"fe46adb9e06a40d5819b8a5d045f2f42",3,3.0000000000000004,1,6.000000000000001,88.12,"cluster_2"
"e7225b193d2d41a194433726bbb9ffb9",5,4,3,6.000000000000001,102.45000000000002,"cluster_3"
"9c39388ab3624ade857c14b579c32f20",4,2,1,4.000000000000001,59.440000000000005,"cluster_2"
"14410174e5244bf4b0a420c1069ad654",5.999999999999999,3.0000000000000004,1,16,101.01000000000002,"cluster_0"
"735d9c40333d46a8b24168f66978079b",4,3.0000000000000004,1,3.000000000000001,19.550000000000004,"cluster_2"
"20ac6c7e1b21446cbe6850a0d975dafa",5,4,1,4.000000000000001,30.29,"cluster_4"
"4705ce954d204f4c96198589922b2f90",5.999999999999999,4,3,8,155.26,"cluster_3"
"3b992aaadf3748f89fbf5438c53eac73",5.999999999999999,3.0000000000000004,0,25,156.9,"cluster_0"
"5f6bf75faf314f9ea4798d2d516a9a9c",5,3.0000000000000004,1,4.000000000000001,60.07000000000001,"cluster_4"
